"City","State","Country","Market","Region","Geo_ID"
"Rhondda","Wales","United Kingdom","EU","North",2833
"Ribeirão Preto","São Paulo","Brazil","LATAM","South",2834
"Riberalta","Beni","Bolivia","LATAM","South",2835
"Richardson","Texas","United States","US","Central",2836
"Richmond","British Columbia","Canada","Canada","Canada",2837
"Richmond","Indiana","United States","US","Central",2838
"Richmond","Kentucky","United States","US","South",2839
"Richmond","Virginia","United States","US","South",2840
"Richmond Hill","Ontario","Canada","Canada","Canada",2841
"Rijeka","Primorsko-Goranska","Croatia","EMEA","EMEA",2842
"Rillieux-la-Pape","Rhône-Alpes","France","EU","Central",2843
"Rimini","Emilia-Romagna","Italy","EU","South",2844
"Rio Branco","Acre","Brazil","LATAM","South",2845
"Rio Grande","Rio Grande do Sul","Brazil","LATAM","South",2846
"Rio Rancho","New Mexico","United States","US","West",2847
"Riom","Auvergne","France","EU","Central",2848
"Ris-Orangis","Ile-de-France","France","EU","Central",2849
"Rivera","Rivera","Uruguay","LATAM","South",2850
"Riverside","California","United States","US","West",2851
"Rivne","Rivne","Ukraine","EMEA","EMEA",2852
"Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA",2853
"Rize","Rize","Turkey","EMEA","EMEA",2854
"Rizhao","Shandong","China","APAC","North Asia",2855
"Roanne","Rhône-Alpes","France","EU","Central",2856
"Rochdale","England","United Kingdom","EU","North",2857
"Rochefort","Poitou-Charentes","France","EU","Central",2858
"Rochester","Minnesota","United States","US","Central",2859
"Rochester","New York","United States","US","East",2860
"Rochester Hills","Michigan","United States","US","Central",2861
"Rock Hill","South Carolina","United States","US","South",2862
"Rockford","Illinois","United States","US","Central",2863
"Rockhampton","Queensland","Australia","APAC","Oceania",2864
"Rockville","Maryland","United States","US","East",2865
"Roermond","Limburg","Netherlands","EU","Central",2866
"Roeselare","West Flanders","Belgium","EU","Central",2867
"Rogers","Arkansas","United States","US","South",2868
"Rohtak","Haryana","India","APAC","Central Asia",2869
"Roissy-en-Brie","Ile-de-France","France","EU","Central",2870
"Rolândia","Parana","Brazil","LATAM","South",2871
"Roman","Neamt","Romania","EMEA","EMEA",2872
"Rome","Lazio","Italy","EU","South",2873
"Rome","New York","United States","US","East",2874
"Romeoville","Illinois","United States","US","Central",2875
"Ronchin","Nord-Pas-de-Calais","France","EU","Central",2876
"Rondonópolis","Mato Grosso","Brazil","LATAM","South",2877
"Roodepoort","Gauteng","South Africa","Africa","Africa",2878
"Roosendaal","North Brabant","Netherlands","EU","Central",2879
"Rosario","Santa Fe","Argentina","LATAM","South",2880
"Rosarito","Baja California","Mexico","LATAM","North",2881
"Rosenheim","Bavaria","Germany","EU","Central",2882
"Roseville","California","United States","US","West",2883
"Roseville","Michigan","United States","US","Central",2884
"Roseville","Minnesota","United States","US","Central",2885
"Rosny-sous-Bois","Ile-de-France","France","EU","Central",2886
"Rostock","Mecklenburg-Vorpommern","Germany","EU","Central",2887
"Roswell","Georgia","United States","US","South",2888
"Rotherham","England","United Kingdom","EU","North",2889
"Rotorua","Bay of Plenty","New Zealand","APAC","Oceania",2890
"Rotterdam","South Holland","Netherlands","EU","Central",2891
"Rottingdean","England","United Kingdom","EU","North",2892
"Roubaix","Nord-Pas-de-Calais","France","EU","Central",2893
"Rouen","Upper Normandy","France","EU","Central",2894
"Round Rock","Texas","United States","US","Central",2895
"Rovigo","Veneto","Italy","EU","South",2896
"Royal Oak","Michigan","United States","US","Central",2897
"Rubí","Catalonia","Spain","EU","South",2898
"Ruda Slaska","Silesia","Poland","EMEA","EMEA",2899
"Rueil-Malmaison","Ile-de-France","France","EU","Central",2900
"Rugby","England","United Kingdom","EU","North",2901
"Runcorn","England","United Kingdom","EU","North",2902
"Rustenburg","North-West","South Africa","Africa","Africa",2903
"Rybinsk","Yaroslavl'","Russia","EMEA","EMEA",2904
"Rybnik","Silesia","Poland","EMEA","EMEA",2905
"Río Bravo","Tamaulipas","Mexico","LATAM","North",2906
"Saanich","British Columbia","Canada","Canada","Canada",2907
"Sabadell","Catalonia","Spain","EU","South",2908
"Sabanalarga","Atlántico","Colombia","LATAM","South",2909
"Sabzevar","Razavi Khorasan","Iran","EMEA","EMEA",2910
"Sacramento","California","United States","US","West",2911
"Safi","Doukkala-Abda","Morocco","Africa","Africa",2912
"Saga","Saga","Japan","APAC","North Asia",2913
"Sagamihara","Kanagawa","Japan","APAC","North Asia",2914
"Saginaw","Michigan","United States","US","Central",2915
"Sagunto","Valenciana","Spain","EU","South",2916
"Saharanpur","Uttar Pradesh","India","APAC","Central Asia",2917
"Sahuayo de José María Morelos","Michoacán","Mexico","LATAM","North",2918
"Saida","Saida","Algeria","Africa","Africa",2919
"Saint Charles","Illinois","United States","US","Central",2920
"Saint Charles","Missouri","United States","US","Central",2921
"Saint Cloud","Minnesota","United States","US","Central",2922
"Saint Louis","Missouri","United States","US","Central",2923
"Saint Paul","Minnesota","United States","US","Central",2924
"Saint Peters","Missouri","United States","US","Central",2925
"Saint Petersburg","Florida","United States","US","South",2926
"Saint-Avold","Lorraine","France","EU","Central",2927
"Saint-Brieuc","Brittany","France","EU","Central",2928
"Saint-Chamond","Rhône-Alpes","France","EU","Central",2929
"Saint-Cloud","Ile-de-France","France","EU","Central",2930
"Saint-Cyr-sur-Loire","Centre","France","EU","Central",2931
"Saint-Denis","Ile-de-France","France","EU","Central",2932
"Saint-Dizier","Champagne-Ardenne","France","EU","Central",2933
"Saint-Genis-Laval","Rhône-Alpes","France","EU","Central",2934
"Saint-Germain-en-Laye","Ile-de-France","France","EU","Central",2935
"Saint-Gratien","Ile-de-France","France","EU","Central",2936
"Saint-Herblain","Pays de la Loire","France","EU","Central",2937
"Saint-Jean-de-la-Ruelle","Centre","France","EU","Central",2938
"Saint-Laurent","Quebec","Canada","Canada","Canada",2939
"Saint-Laurent-du-Var","Provence-Alpes-Côte d'Azur","France","EU","Central",2940
"Saint-Louis","Alsace","France","EU","Central",2941
"Saint-Louis","Saint-Louis","Senegal","Africa","Africa",2942
"Saint-Malo","Brittany","France","EU","Central",2943
"Saint-Michel-sur-Orge","Ile-de-France","France","EU","Central",2944
"Saint-Nazaire","Pays de la Loire","France","EU","Central",2945
"Saint-Ouen","Ile-de-France","France","EU","Central",2946
"Saint-Pierre-des-Corps","Centre","France","EU","Central",2947
"Saint-Pol-sur-Mer","Nord-Pas-de-Calais","France","EU","Central",2948
"Saint-Priest","Rhône-Alpes","France","EU","Central",2949
"Saint-Quentin","Picardy","France","EU","Central",2950
"Sakai","Gunma","Japan","APAC","North Asia",2951
"Sakai","Ibaraki","Japan","APAC","North Asia",2952
"Sakai","Osaka","Japan","APAC","North Asia",2953
"Sakaka","Al Jawf","Saudi Arabia","EMEA","EMEA",2954
"Salamanca","Castile and León","Spain","EU","South",2955
"Salamanca","Guanajuato","Mexico","LATAM","North",2956
"Salavat","Bashkortostan","Russia","EMEA","EMEA",2957
"Sale","England","United Kingdom","EU","North",2958
"Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa",2959
"Salem","Oregon","United States","US","West",2960
"Salem","Tamil Nadu","India","APAC","Central Asia",2961
"Salem","Virginia","United States","US","South",2962
"Salihli","Manisa","Turkey","EMEA","EMEA",2963
"Salina Cruz","Oaxaca","Mexico","LATAM","North",2964
"Salinas","California","United States","US","West",2965
"Sallanches","Rhône-Alpes","France","EU","Central",2966
"Salon-de-Provence","Provence-Alpes-Côte d'Azur","France","EU","Central",2967
"Salt Lake City","Utah","United States","US","West",2968
"Salta","Salta","Argentina","LATAM","South",2969
"Saltillo","Coahuila","Mexico","LATAM","North",2970
"Salto","São Paulo","Brazil","LATAM","South",2971
"Salvador","Bahia","Brazil","LATAM","South",2972
"Salzburg","Salzburg","Austria","EMEA","EMEA",2973
"Salzburg","Salzburg","Austria","EU","Central",2974
"Samalut","Al Minya","Egypt","Africa","Africa",2975
"Samarinda","Kalimantan Timur","Indonesia","APAC","Southeast Asia",2976
"Samarra'","Salah Ad Din","Iraq","EMEA","EMEA",2977
"Samobor","Zagrebacka","Croatia","EMEA","EMEA",2978
"Samsun","Samsun","Turkey","EMEA","EMEA",2979
"San Andrés Tuxtla","Veracruz","Mexico","LATAM","North",2980
"San Angelo","Texas","United States","US","Central",2981
"San Antonio","Texas","United States","US","Central",2982
"San Antonio","Valparaíso","Chile","LATAM","South",2983
"San Bernardino","California","United States","US","West",2984
"San Bernardo","Santiago","Chile","LATAM","South",2985
"San Carlos del Zulia","Zulia","Venezuela","LATAM","South",2986
"San Clemente","California","United States","US","West",2987
"San Cristóbal","Táchira","Venezuela","LATAM","South",2988
"San Cristóbal de Las Casas","Chiapas","Mexico","LATAM","North",2989
"San Diego","California","United States","US","West",2990
"San Fernando","Andalusía","Spain","EU","South",2991
"San Fernando","San Fernando","Trinidad and Tobago","LATAM","Caribbean",2992
"San Fernando del Valle de Catamarca","Catamarca","Argentina","LATAM","South",2993
"San Francisco","California","United States","US","West",2994
"San Francisco de Macorís","Duarte","Dominican Republic","LATAM","Caribbean",2995
"San Francisco del Rincón","Guanajuato","Mexico","LATAM","North",2996
"San Gabriel","California","United States","US","West",2997
"San Jose","California","United States","US","West",2998
"San Jose del Monte","Central Luzon","Philippines","APAC","Southeast Asia",2999
"San José de Guanipa","Anzoátegui","Venezuela","LATAM","South",3000
"San José de las Lajas","Mayabeque","Cuba","LATAM","Caribbean",3001
"San Juan","San Juan","Argentina","LATAM","South",3002
"San Juan de la Maguana","San Juan","Dominican Republic","LATAM","Caribbean",3003
"San Juan del Río","Querétaro","Mexico","LATAM","North",3004
"San Justo","Santa Fe","Argentina","LATAM","South",3005
"San Lorenzo","Central","Paraguay","LATAM","South",3006
"San Luis","San Luis","Argentina","LATAM","South",3007
"San Luis Obispo","California","United States","US","West",3008
"San Luis Potosí","San Luis Potosí","Mexico","LATAM","North",3009
"San Luis Río Colorado","Sonora","Mexico","LATAM","North",3010
"San Marcos","Texas","United States","US","Central",3011
"San Martín","Cuscatlán","El Salvador","LATAM","Central",3012
"San Mateo","California","United States","US","West",3013
"San Miguelito","Panama","Panama","LATAM","Central",3014
"San Nicolás de los Arroyos","Provincia de Buenos Aires","Argentina","LATAM","South",3015
"San Pablo de las Salinas","México","Mexico","LATAM","North",3016
"San Pedro","Calabarzon","Philippines","APAC","Southeast Asia",3017
"San Pedro Sula","Cortés","Honduras","LATAM","Central",3018
"San Pedro de Macorís","San Pedro de Macorís","Dominican Republic","LATAM","Caribbean",3019
"San Rafael","Mendoza","Argentina","LATAM","South",3020
"San Salvador","San Salvador","El Salvador","LATAM","Central",3021
"San Salvador de Jujuy","Jujuy","Argentina","LATAM","South",3022
"San Sebastian","Basque Country","Spain","EU","South",3023
"San Severo","Apulia","Italy","EU","South",3024
"Sanandaj","Kordestan","Iran","EMEA","EMEA",3025
"Sanary-sur-Mer","Provence-Alpes-Côte d'Azur","France","EU","Central",3026
"Sancti Spíritus","Sancti Spíritus","Cuba","LATAM","Caribbean",3027
"Sandakan","Sabah","Malaysia","APAC","Southeast Asia",3028
"Sandnes","Rogaland","Norway","EU","North",3029
"Sandy Springs","Georgia","United States","US","South",3030
"Sanford","Florida","United States","US","South",3031
"Sangli","Maharashtra","India","APAC","Central Asia",3032
"Sanliurfa","Sanliurfa","Turkey","EMEA","EMEA",3033
"Sanming","Fujian","China","APAC","North Asia",3034
"Sannois","Ile-de-France","France","EU","Central",3035
"Sant Boi de Llobregat","Catalonia","Spain","EU","South",3036
"Santa Ana","California","United States","US","West",3037
"Santa Ana","Santa Ana","El Salvador","LATAM","Central",3038
"Santa Barbara","California","United States","US","West",3039
"Santa Catarina","Nuevo León","Mexico","LATAM","North",3040
"Santa Clara","California","United States","US","West",3041
"Santa Clara","Villa Clara","Cuba","LATAM","Caribbean",3042
"Santa Cruz de Barahona","Barahona","Dominican Republic","LATAM","Caribbean",3043
"Santa Cruz de la Sierra","Santa Cruz","Bolivia","LATAM","South",3044
"Santa Cruz do Sul","Rio Grande do Sul","Brazil","LATAM","South",3045
"Santa Fe","New Mexico","United States","US","West",3046
"Santa Fe","Santa Fe","Argentina","LATAM","South",3047
"Santa Helena","Maranhão","Brazil","LATAM","South",3048
"Santa Maria","California","United States","US","West",3049
"Santa Marta","Magdalena","Colombia","LATAM","South",3050
"Santa Rosa","La Pampa","Argentina","LATAM","South",3051
"Santa Rosa","Rio Grande do Sul","Brazil","LATAM","South",3052
"Santana de Parnaíba","São Paulo","Brazil","LATAM","South",3053
"Santander","Cantabria","Spain","EU","South",3054
"Santarém","Pará","Brazil","LATAM","South",3055
"Santiago","Santiago","Chile","LATAM","South",3056
"Santiago de Compostela","Galicia","Spain","EU","South",3057
"Santiago de Cuba","Santiago de Cuba","Cuba","LATAM","Caribbean",3058
"Santiago de los Caballeros","Santiago","Dominican Republic","LATAM","Caribbean",3059
"Santiago del Estero","Santiago del Estero","Argentina","LATAM","South",3060
"Santo André","São Paulo","Brazil","LATAM","South",3061
"Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean",3062
"Santo Domingo de los Colorados","Pichincha","Ecuador","LATAM","South",3063
"Santos","São Paulo","Brazil","LATAM","South",3064
"Sanya","Hainan","China","APAC","North Asia",3065
"Sapele","Delta","Nigeria","Africa","Africa",3066
"Sapucaia do Sul","Rio Grande do Sul","Brazil","LATAM","South",3067
"Saqqez","Kordestan","Iran","EMEA","EMEA",3068
"Sarajevo","Federation of Bosnia and Herzegovina","Bosnia and Herzegovina","EMEA","EMEA",3069
"Sarcelles","Ile-de-France","France","EU","Central",3070
"Sargodha","Punjab","Pakistan","APAC","Central Asia",3071
"Sari","Mazandaran","Iran","EMEA","EMEA",3072
"Sarkand","Almaty","Kazakhstan","EMEA","EMEA",3073
"Sarreguemines","Lorraine","France","EU","Central",3074
"Sartrouville","Ile-de-France","France","EU","Central",3075
"Saskatoon","Saskatchewan","Canada","Canada","Canada",3076
"Sassari","Sardinia","Italy","EU","South",3077
"Satna","Madhya Pradesh","India","APAC","Central Asia",3078
"Satu Mare","Satu Mare","Romania","EMEA","EMEA",3079
"Saumur","Pays de la Loire","France","EU","Central",3080
"Saveh","Markazi","Iran","EMEA","EMEA",3081
"Savigny-le-Temple","Ile-de-France","France","EU","Central",3082
"Savona","Liguria","Italy","EU","South",3083
"Sceaux","Ile-de-France","France","EU","Central",3084
"Schiedam","South Holland","Netherlands","EU","Central",3085
"Schiffweiler","Saarland","Germany","EU","Central",3086
"Schiltigheim","Alsace","France","EU","Central",3087
"Schweinfurt","Bavaria","Germany","EU","Central",3088
"Schwerin","Mecklenburg-Vorpommern","Germany","EU","Central",3089
"Scottsdale","Arizona","United States","US","West",3090
"Seattle","Washington","United States","US","West",3091
"Segovia","Castile and León","Spain","EU","South",3092
"Semarang","Jawa Tengah","Indonesia","APAC","Southeast Asia",3093
"Semnan","Semnan","Iran","EMEA","EMEA",3094
"Senhor do Bonfim","Bahia","Brazil","LATAM","South",3095
"Senlis","Picardy","France","EU","Central",3096
"Seoul","Seoul","South Korea","APAC","North Asia",3097
"Seraing","Liège","Belgium","EU","Central",3098
"Seremban","Negeri Sembilan","Malaysia","APAC","Southeast Asia",3099
"Seropédica","Rio de Janeiro","Brazil","LATAM","South",3100
"Serra","Espírito Santo","Brazil","LATAM","South",3101
"Sesto San Giovanni","Lombardy","Italy","EU","South",3102
"Settat","Chaouia-Ouardigha","Morocco","Africa","Africa",3103
"Sevastopol","Sevastopol'","Ukraine","EMEA","EMEA",3104
"Severodvinsk","Arkhangel'sk","Russia","EMEA","EMEA",3105
"Seville","Andalusía","Spain","EU","South",3106
"Sevran","Ile-de-France","France","EU","Central",3107
"Shagamu","Ogun","Nigeria","Africa","Africa",3108
"Shah Alam","Selangor","Malaysia","APAC","Southeast Asia",3109
"Shahjahanpur","Uttar Pradesh","India","APAC","Central Asia",3110
"Shahreza","Esfahan","Iran","EMEA","EMEA",3111
"Shahriar","Tehran","Iran","EMEA","EMEA",3112
"Shanghai","Shanghai","China","APAC","North Asia",3113
"Shangqiu","Henan","China","APAC","North Asia",3114
"Shangyu","Zhejiang","China","APAC","North Asia",3115
"Shangzhi","Heilongjiang","China","APAC","North Asia",3116
"Shantou","Guangdong","China","APAC","North Asia",3117
"Shanwei","Guangdong","China","APAC","North Asia",3118
"Shaoxing","Zhejiang","China","APAC","North Asia",3119
"Shashi","Hubei","China","APAC","North Asia",3120
"Sheboygan","Wisconsin","United States","US","Central",3121
"Sheffield","England","United Kingdom","EU","North",3122
"Shelton","Connecticut","United States","US","East",3123
"Shenyang","Liaoning","China","APAC","North Asia",3124
"Shenzhen","Guangdong","China","APAC","North Asia",3125
"Shihezi","Xinjiang Uygur","China","APAC","North Asia",3126
"Shijiazhuang","Hebei","China","APAC","North Asia",3127
"Shimoga","Karnataka","India","APAC","Central Asia",3128
"Shimonoseki","Yamaguchi","Japan","APAC","North Asia",3129
"Shinyanga","Shinyanga","Tanzania","Africa","Africa",3130
"Shiraz","Fars","Iran","EMEA","EMEA",3131
"Shizuishan","Ningxia","China","APAC","North Asia",3132
"Shkoder","Shkodër","Albania","EMEA","EMEA",3133
"Shouguang","Shandong","China","APAC","North Asia",3134
"Shrewsbury","England","United Kingdom","EU","North",3135
"Shuangcheng","Heilongjiang","China","APAC","North Asia",3136
"Shuangyashan","Heilongjiang","China","APAC","North Asia",3137
"Shulan","Jilin","China","APAC","North Asia",3138
"Shumen","Shumen","Bulgaria","EMEA","EMEA",3139
"Shushtar","Khuzestan","Iran","EMEA","EMEA",3140
"Sialkot","Punjab","Pakistan","APAC","Central Asia",3141
"Siauliai","iauliai","Lithuania","EMEA","EMEA",3142
"Sibiu","Sibiu","Romania","EMEA","EMEA",3143
"Sidi Bel Abbes","Sidi Bel Abbes","Algeria","Africa","Africa",3144
"Sidi Qacem","Gharb-Chrarda-Béni Hssen","Morocco","Africa","Africa",3145
"Siedlce","Masovia","Poland","EMEA","EMEA",3146
"Siegen","North Rhine-Westphalia","Germany","EU","Central",3147
"Siena","Tuscany","Italy","EU","South",3148
"Sierra Vista","Arizona","United States","US","West",3149
"Siirt","Siirt","Turkey","EMEA","EMEA",3150
"Sikasso","Sikasso","Mali","Africa","Africa",3151
"Silao","Guanajuato","Mexico","LATAM","North",3152
"Silivri","Istanbul","Turkey","EMEA","EMEA",3153
"Silopi","Sirnak","Turkey","EMEA","EMEA",3154
"Simões Filho","Bahia","Brazil","LATAM","South",3155
"Sincan","Ankara","Turkey","EMEA","EMEA",3156
"Sindelfingen","Baden-Württemberg","Germany","EU","Central",3157
"Singapore","Singapore","Singapore","APAC","Southeast Asia",3158
"Sinop","Mato Grosso","Brazil","LATAM","South",3159
"Sioux Falls","South Dakota","United States","US","Central",3160
"Siping","Jilin","China","APAC","North Asia",3161
"Sittard","Limburg","Netherlands","EU","Central",3162
"Sivas","Sivas","Turkey","EMEA","EMEA",3163
"Six-Fours-les-Plages","Provence-Alpes-Côte d'Azur","France","EU","Central",3164
"Skikda","Skikda","Algeria","Africa","Africa",3165
"Skokie","Illinois","United States","US","Central",3166
"Sliven","Sliven","Bulgaria","EMEA","EMEA",3167
"Slough","England","United Kingdom","EU","North",3168
"Slupsk","Pomerania","Poland","EMEA","EMEA",3169
"Smyrna","Georgia","United States","US","South",3170
"Smyrna","Tennessee","United States","US","South",3171
"Soacha","Cundinamarca","Colombia","LATAM","South",3172
"Sobral","Ceará","Brazil","LATAM","South",3173
"Sofia","Sofiya-Grad","Bulgaria","EMEA","EMEA",3174
"Sogamoso","Boyacá","Colombia","LATAM","South",3175
"Sohag","Suhaj","Egypt","Africa","Africa",3176
"Soissons","Picardy","France","EU","Central",3177
"Sokode","Centrale","Togo","Africa","Africa",3178
"Sokoto","Sokoto","Nigeria","Africa","Africa",3179
"Solapur","Maharashtra","India","APAC","Central Asia",3180
"Soledad","Atlántico","Colombia","LATAM","South",3181
"Soledad Díez Gutiérrez","San Luis Potosí","Mexico","LATAM","North",3182
"Solihull","England","United Kingdom","EU","North",3183
"Solingen","North Rhine-Westphalia","Germany","EU","Central",3184
"Solna","Stockholm","Sweden","EU","North",3185
"Soma","Manisa","Turkey","EMEA","EMEA",3186
"Sonderborg","South Denmark","Denmark","EU","North",3187
"Sonipat","Haryana","India","APAC","Central Asia",3188
"Sonneberg","Thuringia","Germany","EU","Central",3189
"Sonsonate","Sonsonate","El Salvador","LATAM","Central",3190
"Sorgues","Provence-Alpes-Côte d'Azur","France","EU","Central",3191
"Sorocaba","São Paulo","Brazil","LATAM","South",3192
"Sorriso","Mato Grosso","Brazil","LATAM","South",3193
"Sosnowiec","Silesia","Poland","EMEA","EMEA",3194
"Sousa","Paraíba","Brazil","LATAM","South",3195
"South Bend","Indiana","United States","US","Central",3196
"South Shields","England","United Kingdom","EU","North",3197
"Southampton","England","United Kingdom","EU","North",3198
"Southaven","Mississippi","United States","US","South",3199
"Southend-on-Sea","England","United Kingdom","EU","North",3200
"Southport","England","United Kingdom","EU","North",3201
"Soweto","Gauteng","South Africa","Africa","Africa",3202
"Soyapango","San Salvador","El Salvador","LATAM","Central",3203
"Spanish Town","Saint Catherine","Jamaica","LATAM","Caribbean",3204
"Sparks","Nevada","United States","US","West",3205
"Spijkenisse","South Holland","Netherlands","EU","Central",3206
"Split","Splitsko-Dalmatinska","Croatia","EMEA","EMEA",3207
"Spokane","Washington","United States","US","West",3208
"Springdale","Arkansas","United States","US","South",3209
"Springfield","Missouri","United States","US","Central",3210
"Springfield","Ohio","United States","US","East",3211
"Springfield","Oregon","United States","US","West",3212
"Springfield","Virginia","United States","US","South",3213
"Springs","Gauteng","South Africa","Africa","Africa",3214
"Srinagar","Jammu and Kashmir","India","APAC","Central Asia",3215
"Srinagar","Uttarakhand","India","APAC","Central Asia",3216
"St. Catharines","Ontario","Canada","Canada","Canada",3217
"St. Gallen","St. Gallen","Switzerland","EU","Central",3218
"St. John's","Newfoundland","Canada","Canada","Canada",3219
"Stadtlohn","North Rhine-Westphalia","Germany","EU","Central",3220
"Stafford","England","United Kingdom","EU","North",3221
"Stains","Ile-de-France","France","EU","Central",3222
"Stakhanov","Luhans'k","Ukraine","EMEA","EMEA",3223
"Stanger","Kwazulu-natal","South Africa","Africa","Africa",3224
"Stara Zagora","Stara Zagora","Bulgaria","EMEA","EMEA",3225
"Stavanger","Rogaland","Norway","EU","North",3226
"Stellenbosch","Western Cape","South Africa","Africa","Africa",3227
"Sterling Heights","Michigan","United States","US","Central",3228
"Sterlitamak","Bashkortostan","Russia","EMEA","EMEA",3229
"Stevenage","England","United Kingdom","EU","North",3230
"Stockholm","Stockholm","Sweden","EU","North",3231
"Stockport","England","United Kingdom","EU","North",3232
"Stockton","California","United States","US","West",3233
"Stockton-on-Tees","England","United Kingdom","EU","North",3234
"Stoke-on-Trent","England","United Kingdom","EU","North",3235
"Stolberg","North Rhine-Westphalia","Germany","EU","Central",3236
"Stourbridge","England","United Kingdom","EU","North",3237
"Stralsund","Mecklenburg-Vorpommern","Germany","EU","Central",3238
"Strasbourg","Alsace","France","EU","Central",3239
"Stuttgart","Baden-Württemberg","Germany","EU","Central",3240
"Suceava","Suceava","Romania","EMEA","EMEA",3241
"Sucre","Chuquisaca","Bolivia","LATAM","South",3242
"Sucy-en-Brie","Ile-de-France","France","EU","Central",3243
"Suffolk","Virginia","United States","US","South",3244
"Suihua","Heilongjiang","China","APAC","North Asia",3245
"Suining","Sichuan","China","APAC","North Asia",3246
"Suizhou","Hubei","China","APAC","North Asia",3247
"Sukabumi","Jawa Barat","Indonesia","APAC","Southeast Asia",3248
"Sukkur","Sindh","Pakistan","APAC","Central Asia",3249
"Sumaré","São Paulo","Brazil","LATAM","South",3250
"Summerville","South Carolina","United States","US","South",3251
"Sumy","Sumy","Ukraine","EMEA","EMEA",3252
"Sunbury","Victoria","Australia","APAC","Oceania",3253
"Sunderland","England","United Kingdom","EU","North",3254
"Sunnyvale","California","United States","US","West",3255
"Superior","Wisconsin","United States","US","Central",3256
"Surabaya","Jawa Timur","Indonesia","APAC","Southeast Asia",3257
"Surakarta","Jawa Tengah","Indonesia","APAC","Southeast Asia",3258
"Surat","Gujarat","India","APAC","Central Asia",3259
"Suresnes","Ile-de-France","France","EU","Central",3260
"Surrey","British Columbia","Canada","Canada","Canada",3261
"Surubim","Pernambuco","Brazil","LATAM","South",3262
"Suwon","Gyeonggi","South Korea","APAC","North Asia",3263
"Suzhou","Anhui","China","APAC","North Asia",3264
"Suzhou","Gansu","China","APAC","North Asia",3265
"Suzhou","Jiangsu","China","APAC","North Asia",3266
"Swansea","Wales","United Kingdom","EU","North",3267
"Swindon","England","United Kingdom","EU","North",3268
"Sydney","New South Wales","Australia","APAC","Oceania",3269
"Sylhet","Sylhet","Bangladesh","APAC","Central Asia",3270
"São Benedito","Ceará","Brazil","LATAM","South",3271
"São Bernardo do Campo","São Paulo","Brazil","LATAM","South",3272
"São Gonçalo","Rio de Janeiro","Brazil","LATAM","South",3273
"São José dos Campos","São Paulo","Brazil","LATAM","South",3274
"São Leopoldo","Rio Grande do Sul","Brazil","LATAM","South",3275
"São Luís","Maranhão","Brazil","LATAM","South",3276
"São Miguel dos Campos","Alagoas","Brazil","LATAM","South",3277
"São Paulo","São Paulo","Brazil","LATAM","South",3278
"São Pedro da Aldeia","Rio de Janeiro","Brazil","LATAM","South",3279
"São Vicente","São Paulo","Brazil","LATAM","South",3280
"Sète","Languedoc-Roussillon","France","EU","Central",3281
"Tabora","Tabora","Tanzania","Africa","Africa",3282
"Taboão da Serra","São Paulo","Brazil","LATAM","South",3283
"Tabuk","Tabuk","Saudi Arabia","EMEA","EMEA",3284
"Tahta","Suhaj","Egypt","Africa","Africa",3285
"Taipei","Taipei City","Taiwan","APAC","North Asia",3286
"Taiping","Perak","Malaysia","APAC","Southeast Asia",3287
"Taixing","Jiangsu","China","APAC","North Asia",3288
"Taiyuan","Shanxi","China","APAC","North Asia",3289
"Taizhou","Jiangsu","China","APAC","North Asia",3290
"Taizz","Ta'izz","Yemen","EMEA","EMEA",3291
"Takamatsu","Ishikawa","Japan","APAC","North Asia",3292
"Takamatsu","Kagawa","Japan","APAC","North Asia",3293
"Takasaki","Gunma","Japan","APAC","North Asia",3294
"Takatsuki","Osaka","Japan","APAC","North Asia",3295
"Takestan","Qazvin","Iran","EMEA","EMEA",3296
"Talara","Piura","Peru","LATAM","South",3297
"Talavera de la Reina","Castile-La Mancha","Spain","EU","South",3298
"Talcahuano","Biobio","Chile","LATAM","South",3299
"Taldyqorghan","Almaty","Kazakhstan","EMEA","EMEA",3300
"Talence","Aquitaine","France","EU","Central",3301
"Tallaght","South Dublin","Ireland","EU","North",3302
"Tallahassee","Florida","United States","US","South",3303
"Tallinn","Harjumaa","Estonia","EMEA","EMEA",3304
"Tamale","Northern","Ghana","Africa","Africa",3305
"Tamarac","Florida","United States","US","South",3306
"Tampa","Florida","United States","US","South",3307
"Tampico","Tamaulipas","Mexico","LATAM","North",3308
"Tamworth","England","United Kingdom","EU","North",3309
"Tamworth","New South Wales","Australia","APAC","Oceania",3310
"Tanga","Tanga","Tanzania","Africa","Africa",3311
"Tangerang","Jawa Barat","Indonesia","APAC","Southeast Asia",3312
"Tanggu","Tianjin","China","APAC","North Asia",3313
"Tangier","Tanger-Tétouan","Morocco","Africa","Africa",3314
"Tangshan","Hebei","China","APAC","North Asia",3315
"Tanta","Al Gharbiyah","Egypt","Africa","Africa",3316
"Tapachula","Chiapas","Mexico","LATAM","North",3317
"Taranto","Apulia","Italy","EU","South",3318
"Taraz","Zhambyl","Kazakhstan","EMEA","EMEA",3319
"Tarbes","Midi-Pyrénées","France","EU","Central",3320
"Targu Jiu","Gorj","Romania","EMEA","EMEA",3321
"Targu Mures","Mures","Romania","EMEA","EMEA",3322
