"Product ID","First(Category)","First(Sub-Category)","First(Product Name)","First(is_high_discount)"
"TEC-CO-10000270","Technology","Copiers","Hewlett Fax Machine, High-Speed","Normal"
"TEC-CO-10000279","Technology","Copiers","Hewlett Personal Copier, High-Speed","Normal"
"TEC-CO-10000296","Technology","Copiers","Canon Fax and Copier, Digital","Normal"
"TEC-CO-10000338","Technology","Copiers","Hewlett Fax and Copier, High-Speed","Normal"
"TEC-CO-10000344","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-CO-10000372","Technology","Copiers","Brother Ink, High-Speed","Normal"
"TEC-CO-10000387","Technology","Copiers","Hewlett Fax Machine, Color","Normal"
"TEC-CO-10000388","Technology","Copiers","Canon Fax Machine, Color","Normal"
"TEC-CO-10000395","Technology","Copiers","Hewlett Fax Machine, Laser","Normal"
"TEC-CO-10000405","Technology","Copiers","Canon Fax Machine, Digital","Normal"
"TEC-CO-10000407","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-CO-10000415","Technology","Copiers","Brother Ink, Color","Normal"
"TEC-CO-10000422","Technology","Copiers","Brother Personal Copier, Digital","Normal"
"TEC-CO-10000427","Technology","Copiers","HP Fax Machine, Color","Normal"
"TEC-CO-10000447","Technology","Copiers","Canon Wireless Fax, Color","Normal"
"TEC-CO-10000452","Technology","Copiers","HP Copy Machine, Laser","Normal"
"TEC-CO-10000500","Technology","Copiers","Canon Fax and Copier, High-Speed","Normal"
"TEC-CO-10000534","Technology","Copiers","Sharp Copy Machine, Color","Normal"
"TEC-CO-10000556","Technology","Copiers","HP Wireless Fax, Laser","Normal"
"TEC-CO-10000560","Technology","Copiers","Hewlett Ink, High-Speed","Normal"
"TEC-CO-10000562","Technology","Copiers","HP Wireless Fax, Digital","Normal"
"TEC-CO-10000565","Technology","Copiers","Canon Fax and Copier, Color","Normal"
"TEC-CO-10000594","Technology","Copiers","Hewlett Fax and Copier, Laser","Normal"
"TEC-CO-10000601","Technology","Copiers","Brother Ink, Laser","Normal"
"TEC-CO-10000620","Technology","Copiers","Brother Wireless Fax, Digital","Normal"
"TEC-CO-10000660","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-CO-10000663","Technology","Copiers","HP Fax Machine, High-Speed","Normal"
"TEC-CO-10000666","Technology","Copiers","Hewlett Copy Machine, Laser","Normal"
"TEC-CO-10000679","Technology","Copiers","Hewlett Personal Copier, High-Speed","Normal"
"TEC-CO-10000764","Technology","Copiers","Brother Fax Machine, Color","Normal"
"TEC-CO-10000771","Technology","Copiers","Canon Wireless Fax, Laser","Normal"
"TEC-CO-10000775","Technology","Copiers","Sharp Fax and Copier, Laser","Normal"
"TEC-CO-10000777","Technology","Copiers","Brother Personal Copier, Laser","Normal"
"TEC-CO-10000778","Technology","Copiers","Sharp Fax and Copier, Color","Normal"
"TEC-CO-10000786","Technology","Copiers","Canon Fax Machine, Color","Normal"
"TEC-CO-10000791","Technology","Copiers","Sharp Personal Copier, Laser","Normal"
"TEC-CO-10000794","Technology","Copiers","Hewlett Wireless Fax, High-Speed","Normal"
"TEC-CO-10000821","Technology","Copiers","Canon Ink, High-Speed","Normal"
"TEC-CO-10000825","Technology","Copiers","Brother Ink, Color","Normal"
"TEC-CO-10000847","Technology","Copiers","Canon Personal Copier, Laser","Normal"
"TEC-CO-10000854","Technology","Copiers","Canon Personal Copier, Color","Normal"
"TEC-CO-10000865","Technology","Copiers","Brother Fax Machine, High-Speed","Normal"
"TEC-CO-10000887","Technology","Copiers","Hewlett Copy Machine, High-Speed","Normal"
"TEC-CO-10000915","Technology","Copiers","Hewlett Ink, High-Speed","Normal"
"TEC-CO-10000917","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-CO-10000953","Technology","Copiers","HP Wireless Fax, Laser","Normal"
"TEC-CO-10000956","Technology","Copiers","Sharp Copy Machine, Laser","Normal"
"TEC-CO-10000961","Technology","Copiers","Canon Copy Machine, Color","High Discount"
"TEC-CO-10000967","Technology","Copiers","HP Fax Machine, Laser","Normal"
"TEC-CO-10000971","Technology","Copiers","Hewlett Packard 310 Color Digital Copier","Normal"
"TEC-CO-10000972","Technology","Copiers","Sharp Fax and Copier, Digital","Normal"
"TEC-CO-10001001","Technology","Copiers","HP Fax Machine, Digital","Normal"
"TEC-CO-10001008","Technology","Copiers","Canon Fax and Copier, Laser","Normal"
"TEC-CO-10001037","Technology","Copiers","Hewlett Personal Copier, High-Speed","Normal"
"TEC-CO-10001040","Technology","Copiers","Canon Personal Copier, Laser","Normal"
"TEC-CO-10001042","Technology","Copiers","Sharp Fax and Copier, High-Speed","Normal"
"TEC-CO-10001046","Technology","Copiers","Canon Imageclass D680 Copier / Fax","Normal"
"TEC-CO-10001087","Technology","Copiers","Hewlett Ink, Laser","Normal"
"TEC-CO-10001093","Technology","Copiers","HP Personal Copier, Digital","Normal"
"TEC-CO-10001142","Technology","Copiers","Brother Ink, Digital","Normal"
"TEC-CO-10001145","Technology","Copiers","Canon Personal Copier, Digital","Normal"
"TEC-CO-10001157","Technology","Copiers","Hewlett Personal Copier, Color","Normal"
"TEC-CO-10001162","Technology","Copiers","Canon Wireless Fax, Laser","Normal"
"TEC-CO-10001166","Technology","Copiers","HP Personal Copier, Digital","Normal"
"TEC-CO-10001177","Technology","Copiers","HP Fax and Copier, Color","Normal"
"TEC-CO-10001191","Technology","Copiers","Sharp Wireless Fax, High-Speed","Normal"
"TEC-CO-10001192","Technology","Copiers","HP Personal Copier, Digital","Normal"
"TEC-CO-10001196","Technology","Copiers","Brother Fax Machine, Color","Normal"
"TEC-CO-10001204","Technology","Copiers","Sharp Copy Machine, Color","Normal"
"TEC-CO-10001221","Technology","Copiers","Brother Fax and Copier, Laser","Normal"
"TEC-CO-10001222","Technology","Copiers","Sharp Fax Machine, Laser","Normal"
"TEC-CO-10001234","Technology","Copiers","Canon Fax Machine, Digital","Normal"
"TEC-CO-10001264","Technology","Copiers","Canon Ink, Color","Normal"
"TEC-CO-10001271","Technology","Copiers","Sharp Personal Copier, Color","High Discount"
"TEC-CO-10001275","Technology","Copiers","Brother Fax and Copier, Digital","Normal"
"TEC-CO-10001301","Technology","Copiers","Sharp Copy Machine, Laser","Normal"
"TEC-CO-10001309","Technology","Copiers","Hewlett Wireless Fax, Laser","Normal"
"TEC-CO-10001317","Technology","Copiers","Sharp Fax Machine, Digital","Normal"
"TEC-CO-10001342","Technology","Copiers","HP Wireless Fax, Digital","Normal"
"TEC-CO-10001343","Technology","Copiers","Canon Fax Machine, Digital","Normal"
"TEC-CO-10001352","Technology","Copiers","HP Ink, Digital","Normal"
"TEC-CO-10001371","Technology","Copiers","Sharp Fax and Copier, Laser","Normal"
"TEC-CO-10001375","Technology","Copiers","Brother Copy Machine, Color","Normal"
"TEC-CO-10001382","Technology","Copiers","HP Personal Copier, Laser","Normal"
"TEC-CO-10001391","Technology","Copiers","Sharp Ink, Color","Normal"
"TEC-CO-10001407","Technology","Copiers","Canon Ink, Digital","Normal"
"TEC-CO-10001410","Technology","Copiers","Canon Personal Copier, High-Speed","Normal"
"TEC-CO-10001413","Technology","Copiers","Hewlett Wireless Fax, High-Speed","Normal"
"TEC-CO-10001419","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-CO-10001425","Technology","Copiers","HP Personal Copier, Color","Normal"
"TEC-CO-10001445","Technology","Copiers","Brother Personal Copier, High-Speed","Normal"
"TEC-CO-10001449","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier","Normal"
"TEC-CO-10001450","Technology","Copiers","Canon Personal Copier, High-Speed","High Discount"
"TEC-CO-10001468","Technology","Copiers","Brother Fax Machine, Digital","Normal"
"TEC-CO-10001472","Technology","Copiers","Sharp Copy Machine, Laser","Normal"
"TEC-CO-10001482","Technology","Copiers","Sharp Ink, High-Speed","Normal"
"TEC-CO-10001487","Technology","Copiers","Canon Ink, Digital","Normal"
"TEC-CO-10001501","Technology","Copiers","Canon Fax and Copier, Laser","Normal"
"TEC-CO-10001523","Technology","Copiers","HP Copy Machine, High-Speed","Normal"
"TEC-CO-10001531","Technology","Copiers","Hewlett Fax and Copier, Color","Normal"
"TEC-CO-10001560","Technology","Copiers","Hewlett Ink, Color","Normal"
"TEC-CO-10001567","Technology","Copiers","Brother Copy Machine, Laser","Normal"
"TEC-CO-10001571","Technology","Copiers","Sharp 1540cs Digital Laser Copier","Normal"
"TEC-CO-10001580","Technology","Copiers","HP Ink, Digital","Normal"
"TEC-CO-10001589","Technology","Copiers","Hewlett Wireless Fax, Digital","Normal"
"TEC-CO-10001595","Technology","Copiers","Brother Copy Machine, Color","Normal"
"TEC-CO-10001596","Technology","Copiers","Brother Wireless Fax, Color","Normal"
"TEC-CO-10001626","Technology","Copiers","Brother Copy Machine, Color","Normal"
"TEC-CO-10001628","Technology","Copiers","Sharp Personal Copier, Digital","Normal"
"TEC-CO-10001629","Technology","Copiers","Sharp Copy Machine, Color","Normal"
"TEC-CO-10001630","Technology","Copiers","Canon Personal Copier, Digital","Normal"
"TEC-CO-10001633","Technology","Copiers","Sharp Fax Machine, High-Speed","Normal"
"TEC-CO-10001654","Technology","Copiers","Hewlett Wireless Fax, Digital","Normal"
"TEC-CO-10001674","Technology","Copiers","Sharp Personal Copier, Color","Normal"
"TEC-CO-10001678","Technology","Copiers","Brother Fax Machine, Digital","Normal"
"TEC-CO-10001703","Technology","Copiers","Brother Copy Machine, Laser","Normal"
"TEC-CO-10001725","Technology","Copiers","Canon Ink, High-Speed","Normal"
"TEC-CO-10001726","Technology","Copiers","HP Fax and Copier, High-Speed","Normal"
"TEC-CO-10001741","Technology","Copiers","Brother Copy Machine, Color","Normal"
"TEC-CO-10001742","Technology","Copiers","Sharp Copy Machine, Color","Normal"
"TEC-CO-10001756","Technology","Copiers","Canon Personal Copier, Color","Normal"
"TEC-CO-10001766","Technology","Copiers","Canon PC940 Copier","Normal"
"TEC-CO-10001775","Technology","Copiers","Sharp Wireless Fax, Laser","Normal"
"TEC-CO-10001787","Technology","Copiers","HP Fax and Copier, Laser","Normal"
"TEC-CO-10001795","Technology","Copiers","Sharp Personal Copier, High-Speed","Normal"
"TEC-CO-10001818","Technology","Copiers","Sharp Wireless Fax, Digital","Normal"
"TEC-CO-10001824","Technology","Copiers","Sharp Personal Copier, Color","Normal"
"TEC-CO-10001831","Technology","Copiers","Sharp Wireless Fax, High-Speed","Normal"
"TEC-CO-10001839","Technology","Copiers","Hewlett Fax and Copier, Laser","Normal"
"TEC-CO-10001846","Technology","Copiers","Hewlett Fax and Copier, Digital","Normal"
"TEC-CO-10001864","Technology","Copiers","Brother Ink, High-Speed","Normal"
"TEC-CO-10001869","Technology","Copiers","Brother Fax and Copier, High-Speed","Normal"
"TEC-CO-10001893","Technology","Copiers","HP Wireless Fax, Color","Normal"
"TEC-CO-10001894","Technology","Copiers","Sharp Copy Machine, High-Speed","Normal"
"TEC-CO-10001895","Technology","Copiers","Sharp Wireless Fax, Color","Normal"
"TEC-CO-10001919","Technology","Copiers","Brother Fax Machine, Color","Normal"
"TEC-CO-10001926","Technology","Copiers","Hewlett Wireless Fax, Laser","Normal"
"TEC-CO-10001933","Technology","Copiers","HP Fax Machine, High-Speed","Normal"
"TEC-CO-10001937","Technology","Copiers","Brother Fax and Copier, High-Speed","Normal"
"TEC-CO-10001943","Technology","Copiers","Canon PC-428 Personal Copier","Normal"
"TEC-CO-10001952","Technology","Copiers","Hewlett Personal Copier, Digital","Normal"
"TEC-CO-10001954","Technology","Copiers","Brother Wireless Fax, Laser","Normal"
"TEC-CO-10001968","Technology","Copiers","Sharp Ink, High-Speed","Normal"
"TEC-CO-10001978","Technology","Copiers","Hewlett Fax and Copier, High-Speed","Normal"
"TEC-CO-10002009","Technology","Copiers","Brother Wireless Fax, High-Speed","Normal"
"TEC-CO-10002035","Technology","Copiers","Canon Wireless Fax, High-Speed","Normal"
"TEC-CO-10002040","Technology","Copiers","Brother Fax Machine, Digital","Normal"
"TEC-CO-10002043","Technology","Copiers","Canon Wireless Fax, Digital","Normal"
"TEC-CO-10002055","Technology","Copiers","Hewlett Ink, Digital","Normal"
"TEC-CO-10002057","Technology","Copiers","Sharp Copy Machine, Color","Normal"
"TEC-CO-10002062","Technology","Copiers","Brother Personal Copier, Digital","Normal"
"TEC-CO-10002063","Technology","Copiers","Sharp Fax Machine, Color","Normal"
"TEC-CO-10002065","Technology","Copiers","Hewlett Copy Machine, Laser","Normal"
"TEC-CO-10002083","Technology","Copiers","HP Fax and Copier, High-Speed","High Discount"
"TEC-CO-10002089","Technology","Copiers","Brother Personal Copier, Laser","Normal"
"TEC-CO-10002095","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer","Normal"
"TEC-CO-10002108","Technology","Copiers","Brother Personal Copier, Color","Normal"
"TEC-CO-10002110","Technology","Copiers","Brother Personal Copier, Color","Normal"
"TEC-CO-10002113","Technology","Copiers","Canon Ink, Digital","Normal"
"TEC-CO-10002119","Technology","Copiers","Sharp Fax Machine, Digital","Normal"
"TEC-CO-10002122","Technology","Copiers","Hewlett Fax Machine, Digital","Normal"
"TEC-CO-10002150","Technology","Copiers","Canon Fax and Copier, Digital","Normal"
"TEC-CO-10002157","Technology","Copiers","Canon Fax Machine, Laser","Normal"
"TEC-CO-10002174","Technology","Copiers","HP Copy Machine, Laser","Normal"
"TEC-CO-10002197","Technology","Copiers","Hewlett Fax and Copier, High-Speed","Normal"
"TEC-CO-10002201","Technology","Copiers","Sharp Ink, Color","Normal"
"TEC-CO-10002232","Technology","Copiers","HP Ink, Laser","Normal"
"TEC-CO-10002240","Technology","Copiers","Canon Copy Machine, High-Speed","Normal"
"TEC-CO-10002242","Technology","Copiers","Brother Fax and Copier, Color","Normal"
"TEC-CO-10002244","Technology","Copiers","Sharp Ink, Laser","Normal"
"TEC-CO-10002269","Technology","Copiers","Brother Ink, Color","Normal"
"TEC-CO-10002271","Technology","Copiers","Sharp Fax Machine, Laser","Normal"
"TEC-CO-10002283","Technology","Copiers","Brother Copy Machine, Color","Normal"
"TEC-CO-10002284","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-CO-10002313","Technology","Copiers","Canon PC1080F Personal Copier","Normal"
"TEC-CO-10002316","Technology","Copiers","Brother Personal Copier, Laser","Normal"
"TEC-CO-10002323","Technology","Copiers","Brother Copy Machine, Color","Normal"
"TEC-CO-10002326","Technology","Copiers","Canon Copy Machine, Color","Normal"
"TEC-CO-10002350","Technology","Copiers","Canon Wireless Fax, Digital","Normal"
"TEC-CO-10002376","Technology","Copiers","Hewlett Fax Machine, Laser","Normal"
"TEC-CO-10002379","Technology","Copiers","Canon Copy Machine, Digital","Normal"
"TEC-CO-10002380","Technology","Copiers","Canon Fax and Copier, High-Speed","Normal"
"TEC-CO-10002381","Technology","Copiers","Brother Personal Copier, High-Speed","Normal"
"TEC-CO-10002404","Technology","Copiers","HP Fax Machine, Color","Normal"
"TEC-CO-10002423","Technology","Copiers","Canon Personal Copier, High-Speed","High Discount"
"TEC-CO-10002427","Technology","Copiers","Canon Copy Machine, Laser","Normal"
"TEC-CO-10002434","Technology","Copiers","Canon Fax and Copier, Laser","Normal"
"TEC-CO-10002465","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-CO-10002466","Technology","Copiers","Brother Personal Copier, High-Speed","Normal"
"TEC-CO-10002467","Technology","Copiers","Sharp Personal Copier, Laser","High Discount"
"TEC-CO-10002493","Technology","Copiers","Hewlett Personal Copier, Color","Normal"
"TEC-CO-10002504","Technology","Copiers","Brother Copy Machine, Laser","Normal"
"TEC-CO-10002523","Technology","Copiers","Hewlett Personal Copier, Laser","Normal"
"TEC-CO-10002526","Technology","Copiers","Sharp Wireless Fax, Digital","Normal"
"TEC-CO-10002538","Technology","Copiers","Brother Fax and Copier, Color","Normal"
"TEC-CO-10002550","Technology","Copiers","Sharp Ink, Digital","Normal"
"TEC-CO-10002567","Technology","Copiers","Hewlett Fax and Copier, Laser","High Discount"
"TEC-CO-10002571","Technology","Copiers","Hewlett Personal Copier, Digital","Normal"
"TEC-CO-10002578","Technology","Copiers","Canon Copy Machine, Laser","Normal"
"TEC-CO-10002583","Technology","Copiers","Canon Fax and Copier, Color","Normal"
"TEC-CO-10002586","Technology","Copiers","Brother Ink, Color","Normal"
"TEC-CO-10002587","Technology","Copiers","Sharp Fax and Copier, Laser","Normal"
"TEC-CO-10002601","Technology","Copiers","Brother Fax and Copier, Digital","Normal"
"TEC-CO-10002617","Technology","Copiers","Brother Fax Machine, High-Speed","Normal"
"TEC-CO-10002657","Technology","Copiers","Canon Copy Machine, High-Speed","Normal"
"TEC-CO-10002658","Technology","Copiers","Hewlett Ink, Laser","Normal"
"TEC-CO-10002659","Technology","Copiers","Sharp Fax Machine, Color","Normal"
"TEC-CO-10002663","Technology","Copiers","Sharp Wireless Fax, Laser","Normal"
"TEC-CO-10002673","Technology","Copiers","Brother Fax and Copier, Laser","Normal"
"TEC-CO-10002674","Technology","Copiers","Sharp Fax and Copier, High-Speed","Normal"
"TEC-CO-10002678","Technology","Copiers","Brother Wireless Fax, High-Speed","Normal"
"TEC-CO-10002681","Technology","Copiers","HP Personal Copier, Digital","Normal"
"TEC-CO-10002686","Technology","Copiers","Hewlett Fax Machine, Laser","Normal"
"TEC-CO-10002696","Technology","Copiers","Hewlett Personal Copier, Color","Normal"
"TEC-CO-10002697","Technology","Copiers","Brother Wireless Fax, High-Speed","Normal"
"TEC-CO-10002700","Technology","Copiers","Hewlett Fax and Copier, Digital","Normal"
"TEC-CO-10002759","Technology","Copiers","HP Copy Machine, Laser","Normal"
"TEC-CO-10002768","Technology","Copiers","Sharp Fax Machine, High-Speed","Normal"
"TEC-CO-10002769","Technology","Copiers","HP Fax Machine, Digital","Normal"
"TEC-CO-10002788","Technology","Copiers","Hewlett Personal Copier, Digital","Normal"
"TEC-CO-10002796","Technology","Copiers","Canon Wireless Fax, Color","Normal"
"TEC-CO-10002812","Technology","Copiers","Canon Ink, Color","Normal"
"TEC-CO-10002817","Technology","Copiers","Sharp Fax and Copier, Digital","Normal"
"TEC-CO-10002857","Technology","Copiers","Sharp Fax and Copier, Color","Normal"
"TEC-CO-10002872","Technology","Copiers","Canon Ink, Color","Normal"
"TEC-CO-10002911","Technology","Copiers","Hewlett Wireless Fax, Laser","Normal"
"TEC-CO-10002916","Technology","Copiers","Hewlett Ink, Color","Normal"
"TEC-CO-10002937","Technology","Copiers","Canon Ink, High-Speed","Normal"
"TEC-CO-10002962","Technology","Copiers","Sharp Wireless Fax, Color","Normal"
"TEC-CO-10002981","Technology","Copiers","HP Wireless Fax, High-Speed","Normal"
"TEC-CO-10002998","Technology","Copiers","Sharp Ink, Laser","Normal"
"TEC-CO-10003002","Technology","Copiers","Canon Personal Copier, Digital","Normal"
"TEC-CO-10003007","Technology","Copiers","Hewlett Fax and Copier, Color","Normal"
"TEC-CO-10003017","Technology","Copiers","Sharp Ink, Laser","Normal"
"TEC-CO-10003019","Technology","Copiers","Brother Fax Machine, High-Speed","Normal"
"TEC-CO-10003048","Technology","Copiers","Hewlett Wireless Fax, Color","Normal"
"TEC-CO-10003083","Technology","Copiers","HP Fax Machine, High-Speed","Normal"
"TEC-CO-10003087","Technology","Copiers","Canon Wireless Fax, Laser","Normal"
"TEC-CO-10003102","Technology","Copiers","Canon Copy Machine, Color","Normal"
"TEC-CO-10003113","Technology","Copiers","Hewlett Fax Machine, Color","Normal"
"TEC-CO-10003124","Technology","Copiers","Canon Ink, Laser","Normal"
"TEC-CO-10003135","Technology","Copiers","Canon Fax and Copier, High-Speed","Normal"
"TEC-CO-10003142","Technology","Copiers","Hewlett Fax and Copier, Laser","Normal"
"TEC-CO-10003158","Technology","Copiers","Sharp Wireless Fax, Laser","Normal"
"TEC-CO-10003160","Technology","Copiers","Brother Wireless Fax, Laser","Normal"
"TEC-CO-10003166","Technology","Copiers","Canon Fax Machine, Color","Normal"
"TEC-CO-10003204","Technology","Copiers","HP Fax and Copier, High-Speed","Normal"
"TEC-CO-10003212","Technology","Copiers","HP Copy Machine, High-Speed","Normal"
"TEC-CO-10003217","Technology","Copiers","Canon Wireless Fax, Laser","Normal"
"TEC-CO-10003226","Technology","Copiers","Canon Fax Machine, Laser","Normal"
"TEC-CO-10003228","Technology","Copiers","Hewlett Copy Machine, Laser","Normal"
"TEC-CO-10003236","Technology","Copiers","Canon Image Class D660 Copier","Normal"
"TEC-CO-10003250","Technology","Copiers","Brother Personal Copier, Digital","Normal"
"TEC-CO-10003262","Technology","Copiers","HP Wireless Fax, Laser","Normal"
"TEC-CO-10003268","Technology","Copiers","HP Fax and Copier, Color","Normal"
"TEC-CO-10003298","Technology","Copiers","Hewlett Wireless Fax, Digital","Normal"
"TEC-CO-10003307","Technology","Copiers","Hewlett Fax and Copier, Digital","Normal"
"TEC-CO-10003318","Technology","Copiers","Hewlett Ink, Digital","Normal"
"TEC-CO-10003342","Technology","Copiers","Canon Fax Machine, High-Speed","Normal"
"TEC-CO-10003346","Technology","Copiers","Brother Wireless Fax, Digital","Normal"
"TEC-CO-10003349","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-CO-10003353","Technology","Copiers","HP Personal Copier, High-Speed","Normal"
"TEC-CO-10003354","Technology","Copiers","Brother Fax Machine, Laser","Normal"
"TEC-CO-10003362","Technology","Copiers","Sharp Fax and Copier, High-Speed","Normal"
"TEC-CO-10003370","Technology","Copiers","HP Ink, Color","Normal"
"TEC-CO-10003393","Technology","Copiers","Sharp Personal Copier, Digital","Normal"
"TEC-CO-10003406","Technology","Copiers","HP Fax and Copier, Laser","Normal"
"TEC-CO-10003410","Technology","Copiers","Brother Ink, High-Speed","Normal"
"TEC-CO-10003420","Technology","Copiers","Sharp Wireless Fax, High-Speed","Normal"
"TEC-CO-10003448","Technology","Copiers","Canon Personal Copier, Laser","Normal"
"TEC-CO-10003471","Technology","Copiers","Hewlett Fax and Copier, Color","Normal"
"TEC-CO-10003474","Technology","Copiers","Brother Personal Copier, Digital","Normal"
"TEC-CO-10003496","Technology","Copiers","Brother Wireless Fax, Digital","Normal"
"TEC-CO-10003506","Technology","Copiers","HP Fax Machine, Laser","Normal"
"TEC-CO-10003516","Technology","Copiers","Sharp Ink, High-Speed","Normal"
"TEC-CO-10003522","Technology","Copiers","Sharp Personal Copier, High-Speed","Normal"
"TEC-CO-10003523","Technology","Copiers","Brother Wireless Fax, High-Speed","Normal"
"TEC-CO-10003525","Technology","Copiers","Sharp Ink, Color","Normal"
"TEC-CO-10003534","Technology","Copiers","HP Fax and Copier, Digital","Normal"
"TEC-CO-10003541","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-CO-10003561","Technology","Copiers","Sharp Copy Machine, Color","Normal"
"TEC-CO-10003568","Technology","Copiers","HP Copy Machine, Color","High Discount"
"TEC-CO-10003570","Technology","Copiers","Sharp Wireless Fax, High-Speed","Normal"
"TEC-CO-10003574","Technology","Copiers","Brother Personal Copier, High-Speed","Normal"
"TEC-CO-10003587","Technology","Copiers","Hewlett Personal Copier, Laser","Normal"
"TEC-CO-10003589","Technology","Copiers","HP Fax Machine, Digital","Normal"
"TEC-CO-10003597","Technology","Copiers","Brother Copy Machine, High-Speed","Normal"
"TEC-CO-10003608","Technology","Copiers","Canon Fax Machine, Color","Normal"
"TEC-CO-10003622","Technology","Copiers","Sharp Ink, Digital","Normal"
"TEC-CO-10003633","Technology","Copiers","Canon Ink, Laser","Normal"
"TEC-CO-10003655","Technology","Copiers","Hewlett Wireless Fax, High-Speed","Normal"
"TEC-CO-10003678","Technology","Copiers","HP Personal Copier, Color","Normal"
"TEC-CO-10003682","Technology","Copiers","Sharp Ink, Digital","Normal"
"TEC-CO-10003694","Technology","Copiers","Brother Wireless Fax, Color","Normal"
"TEC-CO-10003702","Technology","Copiers","Brother Ink, Digital","Normal"
"TEC-CO-10003759","Technology","Copiers","Canon Fax Machine, Laser","Normal"
"TEC-CO-10003763","Technology","Copiers","Canon PC1060 Personal Laser Copier","Normal"
"TEC-CO-10003777","Technology","Copiers","Hewlett Copy Machine, Color","Normal"
"TEC-CO-10003784","Technology","Copiers","HP Fax Machine, Laser","Normal"
"TEC-CO-10003800","Technology","Copiers","Hewlett Wireless Fax, Color","Normal"
"TEC-CO-10003807","Technology","Copiers","HP Personal Copier, Laser","Normal"
"TEC-CO-10003813","Technology","Copiers","Sharp Ink, Color","Normal"
"TEC-CO-10003819","Technology","Copiers","Sharp Copy Machine, High-Speed","Normal"
"TEC-CO-10003901","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-CO-10003917","Technology","Copiers","HP Fax and Copier, Digital","Normal"
"TEC-CO-10003924","Technology","Copiers","Hewlett Fax Machine, Digital","Normal"
"TEC-CO-10003931","Technology","Copiers","Hewlett Fax Machine, High-Speed","Normal"
"TEC-CO-10003951","Technology","Copiers","HP Copy Machine, High-Speed","Normal"
"TEC-CO-10003964","Technology","Copiers","Canon Fax Machine, High-Speed","Normal"
"TEC-CO-10003965","Technology","Copiers","Brother Ink, Laser","Normal"
"TEC-CO-10003982","Technology","Copiers","HP Ink, High-Speed","Normal"
"TEC-CO-10003992","Technology","Copiers","HP Ink, Color","Normal"
"TEC-CO-10004005","Technology","Copiers","Sharp Copy Machine, Laser","Normal"
"TEC-CO-10004027","Technology","Copiers","Sharp Fax Machine, Color","Normal"
"TEC-CO-10004034","Technology","Copiers","Canon Fax Machine, High-Speed","Normal"
"TEC-CO-10004042","Technology","Copiers","Brother Wireless Fax, Laser","Normal"
"TEC-CO-10004045","Technology","Copiers","Hewlett Ink, High-Speed","Normal"
"TEC-CO-10004078","Technology","Copiers","Sharp Fax Machine, Laser","Normal"
"TEC-CO-10004081","Technology","Copiers","HP Personal Copier, High-Speed","Normal"
"TEC-CO-10004089","Technology","Copiers","Canon Copy Machine, Laser","Normal"
"TEC-CO-10004099","Technology","Copiers","Sharp Fax Machine, Digital","Normal"
"TEC-CO-10004115","Technology","Copiers","Sharp AL-1530CS Digital Copier","Normal"
"TEC-CO-10004125","Technology","Copiers","HP Ink, High-Speed","Normal"
"TEC-CO-10004128","Technology","Copiers","Brother Fax and Copier, Color","Normal"
"TEC-CO-10004138","Technology","Copiers","Sharp Wireless Fax, Digital","High Discount"
"TEC-CO-10004143","Technology","Copiers","HP Personal Copier, Color","Normal"
"TEC-CO-10004147","Technology","Copiers","Brother Fax and Copier, High-Speed","Normal"
"TEC-CO-10004152","Technology","Copiers","HP Ink, Laser","Normal"
"TEC-CO-10004154","Technology","Copiers","Canon Copy Machine, Digital","Normal"
"TEC-CO-10004169","Technology","Copiers","HP Ink, Digital","Normal"
"TEC-CO-10004170","Technology","Copiers","HP Wireless Fax, High-Speed","Normal"
"TEC-CO-10004171","Technology","Copiers","Sharp Fax and Copier, Digital","Normal"
"TEC-CO-10004182","Technology","Copiers","Hewlett Wireless Fax, Laser","Normal"
"TEC-CO-10004185","Technology","Copiers","Sharp Personal Copier, High-Speed","Normal"
"TEC-CO-10004191","Technology","Copiers","HP Ink, Laser","High Discount"
"TEC-CO-10004202","Technology","Copiers","Brother DCP1000 Digital 3 in 1 Multifunction Machine","Normal"
"TEC-CO-10004234","Technology","Copiers","Canon Fax Machine, Laser","Normal"
"TEC-CO-10004252","Technology","Copiers","HP Ink, Color","Normal"
"TEC-CO-10004263","Technology","Copiers","Hewlett Personal Copier, Laser","Normal"
"TEC-CO-10004267","Technology","Copiers","Brother Ink, Laser","Normal"
"TEC-CO-10004306","Technology","Copiers","HP Copy Machine, Color","Normal"
"TEC-CO-10004325","Technology","Copiers","Canon Personal Copier, Laser","Normal"
"TEC-CO-10004343","Technology","Copiers","HP Wireless Fax, Color","Normal"
